"HOUSEHOLD DATA
ANNUAL AVERAGES
11.  Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity",,,,,,
Professional and related occupations,"37,237",57.4,76.7,10.5,10.0,9.9
Computer and mathematical occupations,"5,352",25.8,65.7,8.7,23.1,7.8
Computer and information research scientists,24,–,–,–,–,–
Computer systems analysts,663,40.1,67.8,9.7,20.3,8.3
Information security analysts,125,17.1,74.6,16.6,7.6,12.9
Computer programmers,454,20.3,67.8,8.5,21.8,8.7
"Software developers, applications and systems software","1,815",18.7,54.0,5.8,37.7,5.1
Web developers,193,41.4,77.6,6.7,12.0,4.6
Computer support specialists,547,26.4,74.2,10.5,12.7,11.3
Database administrators,106,30.2,72.0,6.8,16.7,6.2
Network and computer systems administrators,199,26.1,77.2,9.7,11.7,8.5
Computer network architects,106,9.2,76.1,13.1,10.3,14.1
"Computer occupations, all other",808,23.6,70.5,12.7,14.1,9.7
Actuaries,33,–,–,–,–,–
Mathematicians,3,–,–,–,–,–
Operations research analysts,152,42.7,80.5,6.8,8.3,9.7
Statisticians,101,52.4,69.6,8.2,21.1,7.7
Miscellaneous mathematical science occupations,22,–,–,–,–,–
Architecture and engineering occupations,"3,305",15.7,77.5,6.8,13.3,9.2
"Architects, except naval",208,24.5,82.6,6.3,8.8,8.5
"Surveyors, cartographers, and photogrammetrists",48,–,–,–,–,–
Aerospace engineers,134,13.8,78.0,6.5,14.5,7.3
Agricultural engineers,6,–,–,–,–,–
Biomedical engineers,25,–,–,–,–,–
Chemical engineers,87,14.4,75.6,4.0,17.1,2.4
Civil engineers,475,13.9,80.3,5.9,12.2,8.4
Computer hardware engineers,77,22.8,54.3,5.7,38.4,10.2
Electrical and electronics engineers,285,11.6,71.3,7.3,19.9,8.7
Environmental engineers,25,–,–,–,–,–
"Industrial engineers, including health and safety",245,24.3,80.7,7.9,9.4,5.9
Marine engineers and naval architects,12,–,–,–,–,–
Materials engineers,44,–,–,–,–,–
Mechanical engineers,351,6.6,80.4,5.1,11.6,8.4
"Mining and geological engineers, including mining safety engineers",8,–,–,–,–,–
Nuclear engineers,8,–,–,–,–,–
Petroleum engineers,24,–,–,–,–,–
"Engineers, all other",582,13.9,71.8,5.4,20.6,9.8
Drafters,113,23.3,90.8,3.5,2.7,14.7
"Engineering technicians, except drafters",496,19.8,76.5,12.1,8.3,12.7
Surveying and mapping technicians,53,6.8,86.3,6.6,3.5,10.9
"Life, physical, and social science occupations","1,485",49.4,76.9,6.3,14.4,9.5
Agricultural and food scientists,37,–,–,–,–,–
Biological scientists,104,47.7,81.0,3.4,14.4,8.7
Conservation scientists and foresters,20,–,–,–,–,–
Medical scientists,170,51.8,64.1,7.3,27.8,8.8
"Life scientists, all other",2,–,–,–,–,–
Astronomers and physicists,17,–,–,–,–,–
Atmospheric and space scientists,10,–,–,–,–,–
Chemists and materials scientists,97,42.5,75.7,7.0,13.7,8.2
Environmental scientists and geoscientists,119,33.0,85.1,4.8,7.4,12.4
"Physical scientists, all other",298,43.7,68.3,3.4,25.7,7.1
Economists,35,–,–,–,–,–
Survey researchers,0,–,–,–,–,–
Psychologists,234,79.7,89.9,5.8,3.5,10.3
Sociologists,2,–,–,–,–,–
Urban and regional planners,25,–,–,–,–,–
Miscellaneous social scientists and related workers,39,–,–,–,–,–
Agricultural and food science technicians,20,–,–,–,–,–
Biological technicians,23,–,–,–,–,–
Chemical technicians,56,30.8,80.1,10.6,6.3,12.2
Geological and petroleum technicians,20,–,–,–,–,–
Nuclear technicians,3,–,–,–,–,–
Social science research assistants,1,–,–,–,–,–
"Miscellaneous life, physical, and social science technicians",152,54.0,72.8,8.6,15.0,13.4
Community and social service occupations,"2,717",67.5,72.9,20.1,3.6,13.0
Counselors,927,75.7,72.7,21.2,2.7,12.7
Social workers,823,81.9,69.6,23.0,3.7,14.3
Probation officers and correctional treatment specialists,97,44.6,70.6,26.7,0.4,15.8
Social and human service assistants,238,79.0,65.2,25.5,4.3,16.4
"Miscellaneous community and social service specialists, including health educators and community health workers",78,70.8,71.1,22.5,2.5,21.9
Clergy,413,20.7,79.1,12.2,5.9,7.7
"Directors, religious activities and education",72,48.6,92.3,5.1,2.3,13.4
"Religious workers, all other",69,72.7,89.6,5.1,4.7,8.3
Legal occupations,"1,955",52.7,83.0,8.3,6.1,9.5
Lawyers,"1,240",36.4,86.6,5.9,5.7,5.8
Judicial law clerks,7,–,–,–,–,–
"Judges, magistrates, and other judicial workers",70,52.5,81.5,13.4,4.8,8.6
Paralegals and legal assistants,444,89.6,77.1,11.8,6.7,17.7
Miscellaneous legal support workers,193,72.5,74.2,13.2,8.0,13.9
"Education, training, and library occupations","9,455",73.6,81.7,10.2,5.3,11.0
Postsecondary teachers,"1,386",47.4,75.3,7.0,15.1,8.3
Preschool and kindergarten teachers,655,98.7,75.8,15.7,5.2,14.9
Elementary and middle school teachers,"3,604",80.5,84.7,10.2,2.6,10.2
Secondary school teachers,"1,015",56.5,87.1,7.3,3.3,8.8
Special education teachers,331,86.7,85.2,9.2,3.5,6.5
Other teachers and instructors,"1,017",64.6,78.4,11.7,6.1,11.6
"Archivists, curators, and museum technicians",48,–,–,–,–,–
Librarians,179,79.9,87.8,6.0,3.2,9.8
Library technicians,33,–,–,–,–,–
Teacher assistants,999,89.7,79.0,13.4,4.1,18.0
"Other education, training, and library workers",189,72.6,82.4,12.6,3.5,12.2
"Arts, design, entertainment, sports, and media occupations","3,285",49.0,82.8,7.7,5.9,11.6
Artists and related workers,248,54.0,86.8,4.5,3.8,11.1
Designers,983,54.0,82.2,5.7,9.0,11.0
Actors,40,–,–,–,–,–
Producers and directors,186,42.5,86.7,6.4,3.5,8.0
"Athletes, coaches, umpires, and related workers",345,35.3,81.1,9.3,4.3,10.8
Dancers and choreographers,23,–,–,–,–,–
"Musicians, singers, and related workers",202,36.7,78.9,12.4,3.9,9.7
"Entertainers and performers, sports and related workers, all other",50,32.8,86.4,5.0,0.3,7.3
Announcers,58,30.4,75.6,15.7,5.3,19.2
"News analysts, reporters and correspondents",93,45.1,82.4,6.9,9.7,9.3
Public relations specialists,137,63.6,83.6,9.9,5.8,13.6
Editors,147,63.3,91.3,3.0,2.4,10.6
Technical writers,61,57.8,84.2,11.8,2.9,8.8
Writers and authors,225,63.5,89.6,5.9,3.4,4.8
Miscellaneous media and communication workers,118,66.4,67.8,14.6,11.2,35.3
Broadcast and sound engineering technicians and radio operators,119,12.0,78.3,9.1,7.9,14.0
Photographers,188,49.3,84.3,8.6,3.5,12.3
"Television, video, and motion picture camera operators and editors",60,16.3,83.0,10.7,0.6,12.7
"Media and communication equipment workers, all other",0,–,–,–,–,–
Healthcare practitioners and technical occupations,"9,684",75.4,75.3,12.5,9.6,9.0
Chiropractors,61,28.0,86.1,2.8,5.3,6.4
Dentists,162,33.9,74.3,0.8,23.6,7.2
Dietitians and nutritionists,128,92.1,77.9,15.2,5.9,9.0
Optometrists,43,–,–,–,–,–
Pharmacists,341,60.4,64.5,10.5,22.0,2.7
Physicians and surgeons,"1,098",40.8,72.0,8.2,18.0,7.6
Physician assistants,131,70.8,84.3,4.5,6.8,8.6
Podiatrists,10,–,–,–,–,–
Audiologists,14,–,–,–,–,–
Occupational therapists,136,88.0,75.7,10.2,12.4,10.2
Physical therapists,304,67.9,76.4,5.9,14.1,4.0
Radiation therapists,16,–,–,–,–,–
Recreational therapists,10,–,–,–,–,–
Respiratory therapists,112,66.8,66.2,23.2,8.9,8.6
Speech-language pathologists,180,95.8,93.7,3.9,2.2,6.7
Exercise physiologists,2,–,–,–,–,–
"Therapists, all other",235,81.4,81.1,12.2,5.1,11.9
Veterinarians,104,68.3,89.8,0.0,6.1,1.6
Registered nurses,"3,242",88.9,75.9,12.4,9.2,7.2
Nurse anesthetists,33,–,–,–,–,–
Nurse midwives,10,–,–,–,–,–
Nurse practitioners,225,87.8,76.6,12.2,9.9,2.6
"Health diagnosing and treating practitioners, all other",35,–,–,–,–,–
Clinical laboratory technologists and technicians,323,73.8,71.1,15.3,10.0,13.0
Dental hygienists,208,96.0,88.2,5.1,5.0,11.3
Diagnostic related technologists and technicians,398,70.0,76.7,12.8,5.8,9.7
Emergency medical technicians and paramedics,206,33.5,86.6,10.5,0.8,11.5
Health practitioner support technologists and technicians,710,79.0,74.7,15.6,5.4,16.5
Licensed practical and licensed vocational nurses,687,90.8,67.0,27.0,3.3,13.8
Medical records and health information technicians,185,93.3,72.8,17.5,6.0,14.4
"Opticians, dispensing",49,–,–,–,–,–
Miscellaneous health technologists and technicians,152,65.0,64.6,19.6,13.7,16.3
Other healthcare practitioners and technical occupations,133,49.5,80.9,12.5,4.3,12.1
,,,,,,
Service occupations,"26,978",57.6,72.2,17.1,5.9,25.0
Healthcare support occupations,"3,758",86.9,64.2,26.7,5.1,19.1
"Nursing, psychiatric, and home health aides","2,086",88.3,54.3,37.2,4.4,17.6
Occupational therapy assistants and aides,29,–,–,–,–,–
Physical therapist assistants and aides,101,63.4,83.2,6.8,6.5,7.2
Massage therapists,183,83.6,72.3,8.8,13.1,11.1
Dental assistants,284,94.9,85.5,6.7,3.1,28.9
Medical assistants,596,92.7,75.1,15.3,4.8,29.0
Medical transcriptionists,41,–,–,–,–,–
Pharmacy aides,49,–,–,–,–,–
Veterinary assistants and laboratory animal caretakers,59,82.7,97.2,2.1,0.4,3.7
Phlebotomists,124,89.3,70.5,24.6,2.9,14.9
"Miscellaneous healthcare support occupations, including medical equipment preparers",206,68.1,64.7,25.7,7.1,13.7
Protective service occupations,"3,128",22.1,73.9,20.3,2.2,15.3
First-line supervisors of correctional officers,44,–,–,–,–,–
First-line supervisors of police and detectives,83,9.9,89.2,7.6,0.4,5.6
First-line supervisors of fire fighting and prevention workers,42,–,–,–,–,–
"First-line supervisors of protective service workers, all other",78,25.0,69.8,20.7,2.2,11.3
Firefighters,318,3.3,86.7,8.5,1.3,11.6
Fire inspectors,21,–,–,–,–,–
"Bailiffs, correctional officers, and jailers",372,30.1,60.5,34.2,1.7,12.3
Detectives and criminal investigators,164,23.0,82.7,12.7,1.9,8.4
Fish and game wardens,4,–,–,–,–,–
Parking enforcement workers,4,–,–,–,–,–
Police and sheriff's patrol officers,716,17.6,82.9,12.6,1.5,17.0
Transit and railroad police,5,–,–,–,–,–
Animal control workers,10,–,–,–,–,–
Private detectives and investigators,97,47.6,72.6,23.5,3.0,17.7
Security guards and gaming surveillance officers,937,21.5,62.9,29.6,3.5,18.8
Crossing guards,52,48.6,76.3,17.6,1.3,21.0
Transportation security screeners,43,–,–,–,–,–
"Lifeguards and other recreational, and all other protective service workers",139,49.4,87.7,6.4,0.7,14.7
Food preparation and serving related occupations,"8,378",54.5,73.7,13.9,6.9,27.0
Chefs and head cooks,474,22.0,63.0,14.3,16.4,26.0
First-line supervisors of food preparation and serving workers,597,57.4,76.7,14.9,4.8,22.6
Cooks,"2,031",41.7,70.4,18.1,6.2,36.7
Food preparation workers,"1,079",59.3,73.5,13.2,8.3,28.1
Bartenders,464,53.1,86.1,6.3,2.8,16.5
"Combined food preparation and serving workers, including fast food",372,62.4,70.2,19.6,5.4,19.9
"Counter attendants, cafeteria, food concession, and coffee shop",200,59.2,76.0,11.3,5.2,18.6
Waiters and waitresses,"2,038",71.3,75.5,11.1,7.6,23.4
"Food servers, nonrestaurant",191,66.1,68.4,19.2,6.6,21.6
Dining room and cafeteria attendants and bartender helpers,338,40.5,77.1,12.6,6.2,34.2
Dishwashers,264,21.0,73.4,16.1,4.2,28.9
"Hosts and hostesses, restaurant, lounge, and coffee shop",322,82.1,77.6,8.6,4.0,17.7
"Food preparation and serving related workers, all other",7,–,–,–,–,–
Building and grounds cleaning and maintenance occupations,"5,746",42.0,77.3,14.9,2.9,38.2
First-line supervisors of housekeeping and janitorial workers,352,41.6,78.5,15.0,3.2,27.5
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",285,9.3,88.0,7.5,1.1,28.1
Janitors and building cleaners,"2,265",37.2,74.0,18.2,3.4,31.6
Maids and housekeeping cleaners,"1,475",89.0,72.2,17.4,4.1,49.2
Pest control workers,96,6.7,85.2,8.5,1.6,18.5
Grounds maintenance workers,"1,273",6.3,86.0,8.2,0.9,43.6
Personal care and service occupations,"5,968",76.9,69.4,16.1,10.1,18.2
First-line supervisors of gaming workers,211,43.2,82.7,9.1,4.1,10.3
First-line supervisors of personal service workers,213,68.5,72.4,4.5,19.8,13.0
Animal trainers,63,58.6,86.7,4.6,2.0,12.3
Nonfarm animal caretakers,296,75.1,88.8,5.0,2.1,12.5
Gaming services workers,93,45.1,40.5,19.6,27.3,12.2
Motion picture projectionists,1,–,–,–,–,–
"Ushers, lobby attendants, and ticket takers",38,–,–,–,–,–
Miscellaneous entertainment attendants and related workers,210,39.3,79.6,10.8,5.4,15.5
Embalmers and funeral attendants,15,–,–,–,–,–
"Morticians, undertakers, and funeral directors",26,–,–,–,–,–
Barbers,137,23.0,61.8,31.1,4.5,29.0
"Hairdressers, hairstylists, and cosmetologists",803,92.3,77.3,13.9,6.1,17.0
Miscellaneous personal appearance workers,409,85.5,30.7,7.7,59.2,11.6
"Baggage porters, bellhops, and concierges",92,24.3,58.1,26.2,12.4,30.6
Tour and travel guides,61,43.6,82.3,1.7,5.5,5.3
Childcare workers,"1,193",93.4,76.0,17.4,3.3,24.6
Personal care aides,"1,458",85.6,60.2,25.1,8.4,21.6
Recreation and fitness workers,440,63.3,81.6,10.8,3.4,10.2
Residential advisors,30,–,–,–,–,–
"Personal care and service workers, all other",178,61.7,73.8,14.3,7.0,18.1
,,,,,,
Sales and office occupations,"33,370",60.6,78.1,13.0,5.2,17.1
Sales and related occupations,"15,582",48.8,79.8,11.2,5.4,16.7
First-line supervisors of retail sales workers,"3,232",45.5,81.0,9.5,5.5,14.7
First-line supervisors of non-retail sales workers,"1,247",27.1,86.2,6.5,5.7,14.4
Cashiers,"3,164",71.2,69.2,17.9,7.3,24.1
Counter and rental clerks,97,42.6,72.8,18.3,6.6,15.8
Parts salespersons,142,12.0,84.9,10.4,1.3,19.8
Retail salespersons,"3,105",48.5,78.9,12.4,4.5,18.7
Advertising sales agents,190,49.7,81.9,10.8,3.7,13.7
Insurance sales agents,595,50.6,81.2,10.1,5.6,13.4
"Securities, commodities, and financial services sales agents",231,30.0,85.9,5.4,7.5,11.9
Travel agents,82,86.0,81.6,9.5,7.1,6.7
"Sales representatives, services, all other",557,30.4,85.2,7.7,5.0,12.3
"Sales representatives, wholesale and manufacturing","1,281",27.2,88.8,5.9,3.9,10.9
"Models, demonstrators, and product promoters",62,73.3,79.5,11.3,3.1,16.0
Real estate brokers and sales agents,"1,095",58.9,85.0,7.9,5.2,10.7
Sales engineers,35,–,–,–,–,–
Telemarketers,49,–,–,–,–,–
"Door-to-door sales workers, news and street vendors, and related workers",135,59.5,85.4,9.4,1.2,24.9
"Sales and related workers, all other",284,42.9,83.9,10.6,1.1,13.9
Office and administrative support occupations,"17,789",70.9,76.6,14.5,5.0,17.5
First-line supervisors of office and administrative support workers,"1,306",68.5,80.2,13.4,3.7,13.3
"Switchboard operators, including answering service",21,–,–,–,–,–
Telephone operators,42,–,–,–,–,–
"Communications equipment operators, all other",12,–,–,–,–,–
Bill and account collectors,116,80.8,63.6,30.2,1.3,17.8
Billing and posting clerks,459,89.5,81.5,10.3,4.7,15.7
"Bookkeeping, accounting, and auditing clerks","1,015",88.5,85.2,6.9,5.4,13.0
Gaming cage workers,13,–,–,–,–,–
Payroll and timekeeping clerks,155,85.2,79.8,8.4,6.9,17.9
Procurement clerks,29,–,–,–,–,–
Tellers,294,84.7,80.0,9.9,4.8,20.0
"Financial clerks, all other",119,59.7,83.2,10.9,3.8,15.4
Brokerage clerks,3,–,–,–,–,–
Correspondence clerks,5,–,–,–,–,–
"Court, municipal, and license clerks",95,75.3,81.6,14.5,1.2,17.3
"Credit authorizers, checkers, and clerks",41,–,–,–,–,–
Customer service representatives,"2,552",64.2,73.3,17.7,5.3,19.6
"Eligibility interviewers, government programs",70,80.1,70.1,22.2,1.1,23.0
File clerks,175,83.1,75.3,16.8,4.1,14.2
"Hotel, motel, and resort desk clerks",116,74.6,60.7,21.6,7.4,22.3
"Interviewers, except eligibility and loan",131,85.5,72.9,18.1,4.7,18.3
"Library assistants, clerical",88,81.4,78.2,12.0,8.9,12.6
Loan interviewers and clerks,116,76.8,75.2,16.3,4.3,13.3
New accounts clerks,22,–,–,–,–,–
Order clerks,112,53.3,66.9,18.2,9.9,18.3
"Human resources assistants, except payroll and timekeeping",60,81.2,74.2,12.7,3.8,18.5
Receptionists and information clerks,"1,288",89.3,75.8,15.4,4.6,21.8
Reservation and transportation ticket agents and travel clerks,119,58.9,51.4,27.9,9.1,13.5
"Information and record clerks, all other",99,76.9,79.9,13.4,2.3,22.8
Cargo and freight agents,20,–,–,–,–,–
Couriers and messengers,402,20.7,73.3,17.4,4.4,21.4
Dispatchers,261,53.1,80.8,14.2,2.5,15.2
"Meter readers, utilities",17,–,–,–,–,–
Postal service clerks,96,55.1,47.4,35.8,13.0,6.7
Postal service mail carriers,331,36.6,72.7,19.6,5.5,14.4
"Postal service mail sorters, processors, and processing machine operators",76,53.3,35.8,42.3,17.8,5.8
"Production, planning, and expediting clerks",297,57.7,80.0,14.0,3.3,12.5
"Shipping, receiving, and traffic clerks",563,34.9,74.7,15.5,4.2,25.1
Stock clerks and order fillers,"1,512",37.5,70.3,18.2,5.0,23.1
"Weighers, measurers, checkers, and samplers, recordkeeping",66,47.3,75.8,10.6,8.5,21.1
Secretaries and administrative assistants,"2,688",93.2,85.2,8.7,3.5,13.4
Computer operators,72,47.5,76.3,11.9,9.1,19.4
Data entry keyers,250,73.4,75.1,14.7,6.5,20.3
Word processors and typists,57,86.0,77.8,12.6,3.3,16.1
Desktop publishers,0,–,–,–,–,–
Insurance claims and policy processing clerks,269,81.7,71.3,21.8,2.4,15.5
"Mail clerks and mail machine operators, except postal service",68,49.8,67.6,24.0,4.1,14.2
"Office clerks, general","1,355",82.7,74.0,13.6,8.6,20.9
"Office machine operators, except computer",32,–,–,–,–,–
Proofreaders and copy markers,7,–,–,–,–,–
Statistical assistants,58,42.8,67.4,0.0,32.3,4.9
"Office and administrative support workers, all other",618,74.6,77.7,15.5,3.4,13.6
,,,,,,
"Natural resources, construction, and maintenance occupations","14,343",5.4,86.2,7.7,2.2,31.9
"Farming, fishing, and forestry occupations","1,156",25.2,89.3,4.4,1.8,47.6
"First-line supervisors of farming, fishing, and forestry workers",51,9.4,88.8,1.2,1.3,28.4
Agricultural inspectors,18,–,–,–,–,–
Animal breeders,10,–,–,–,–,–
"Graders and sorters, agricultural products",88,64.5,71.2,21.3,3.6,49.9
Miscellaneous agricultural workers,866,24.2,92.5,2.6,1.2,54.0
Fishers and related fishing workers,36,–,–,–,–,–
Hunters and trappers,0,–,–,–,–,–
Forest and conservation workers,21,–,–,–,–,–
Logging workers,66,1.8,83.2,2.7,2.9,16.0
Construction and extraction occupations,"8,325",3.5,87.1,7.3,1.6,36.4
First-line supervisors of construction trades and extraction workers,682,3.4,88.0,7.5,1.2,24.8
Boilermakers,24,–,–,–,–,–
"Brickmasons, blockmasons, and stonemasons",152,0.7,91.6,5.2,1.2,37.7
Carpenters,"1,292",2.8,89.1,5.1,1.5,37.3
"Carpet, floor, and tile installers and finishers",170,1.9,90.8,5.1,0.5,59.7
"Cement masons, concrete finishers, and terrazzo workers",65,3.0,89.5,4.4,1.1,53.5
Construction laborers,"2,051",3.5,85.3,8.6,1.6,46.7
"Paving, surfacing, and tamping equipment operators",22,–,–,–,–,–
Pile-driver operators,1,–,–,–,–,–
Operating engineers and other construction equipment operators,375,1.7,85.1,8.9,0.9,14.9
"Drywall installers, ceiling tile installers, and tapers",178,0.7,91.1,2.5,1.7,67.7
Electricians,914,2.2,87.4,6.8,2.6,21.1
Glaziers,38,–,–,–,–,–
Insulation workers,59,3.7,91.8,5.9,1.4,43.3
"Painters, construction and maintenance",599,8.9,87.4,8.1,0.6,55.5
Paperhangers,7,–,–,–,–,–
"Pipelayers, plumbers, pipefitters, and steamfitters",637,2.7,87.1,8.4,0.9,27.1
Plasterers and stucco masons,23,–,–,–,–,–
Reinforcing iron and rebar workers,6,–,–,–,–,–
Roofers,222,1.9,87.7,5.2,0.7,50.7
Sheet metal workers,140,6.8,89.1,6.7,2.3,28.9
Structural iron and steel workers,66,0.9,75.7,11.7,7.8,18.7
Solar photovoltaic installers,18,–,–,–,–,–
"Helpers, construction trades",50,5.7,86.6,3.4,4.5,35.2
Construction and building inspectors,105,10.4,82.0,8.3,6.8,12.8
Elevator installers and repairers,20,–,–,–,–,–
Fence erectors,41,–,–,–,–,–
Hazardous materials removal workers,40,–,–,–,–,–
Highway maintenance workers,113,3.6,83.6,12.7,0.4,13.3
Rail-track laying and maintenance equipment operators,4,–,–,–,–,–
Septic tank servicers and sewer pipe cleaners,8,–,–,–,–,–
Miscellaneous construction and related workers,32,–,–,–,–,–
"Derrick, rotary drill, and service unit operators, oil, gas, and mining",29,–,–,–,–,–
"Earth drillers, except oil and gas",22,–,–,–,–,–
"Explosives workers, ordnance handling experts, and blasters",8,–,–,–,–,–
Mining machine operators,56,2.0,85.2,9.3,0.0,13.1
"Roof bolters, mining",1,–,–,–,–,–
"Roustabouts, oil and gas",8,–,–,–,–,–
Helpers--extraction workers,2,–,–,–,–,–
Other extraction workers,46,–,–,–,–,–
"Installation, maintenance, and repair occupations","4,862",3.9,84.0,9.1,3.3,20.3
"First-line supervisors of mechanics, installers, and repairers",272,8.2,85.7,9.9,1.5,16.1
"Computer, automated teller, and office machine repairers",184,14.0,74.7,11.7,9.3,15.9
Radio and telecommunications equipment installers and repairers,131,7.6,73.1,15.8,4.9,15.0
Avionics technicians,13,–,–,–,–,–
"Electric motor, power tool, and related repairers",16,–,–,–,–,–
"Electrical and electronics installers and repairers, transportation equipment",7,–,–,–,–,–
"Electrical and electronics repairers, industrial and utility",17,–,–,–,–,–
"Electronic equipment installers and repairers, motor vehicles",9,–,–,–,–,–
Electronic home entertainment equipment installers and repairers,32,–,–,–,–,–
Security and fire alarm systems installers,58,2.9,76.9,14.3,4.6,23.5
Aircraft mechanics and service technicians,152,4.8,82.4,10.5,4.8,12.4
Automotive body and related repairers,125,2.2,92.4,3.4,1.8,29.6
Automotive glass installers and repairers,21,–,–,–,–,–
Automotive service technicians and mechanics,880,1.9,83.8,8.7,3.2,27.7
Bus and truck mechanics and diesel engine specialists,347,1.5,87.3,6.5,3.7,14.1
Heavy vehicle and mobile equipment service technicians and mechanics,211,1.5,88.3,6.0,2.6,15.8
Small engine mechanics,45,–,–,–,–,–
"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",73,1.3,77.0,12.2,3.6,31.0
Control and valve installers and repairers,22,–,–,–,–,–
"Heating, air conditioning, and refrigeration mechanics and installers",466,1.5,84.0,9.1,3.0,20.2
Home appliance repairers,51,5.7,86.3,11.7,1.8,18.8
Industrial and refractory machinery mechanics,408,4.1,85.6,8.7,2.5,18.1
"Maintenance and repair workers, general",579,3.8,83.9,9.4,3.2,20.1
"Maintenance workers, machinery",21,–,–,–,–,–
Millwrights,52,5.0,88.9,7.9,1.8,10.3
Electrical power-line installers and repairers,133,1.6,89.8,3.0,0.6,15.4
Telecommunications line installers and repairers,184,4.5,82.2,12.5,2.3,24.7
Precision instrument and equipment repairers,69,11.6,73.7,11.9,12.6,11.4
Wind turbine service technicians,2,–,–,–,–,–
"Coin, vending, and amusement machine servicers and repairers",28,–,–,–,–,–
