"HOUSEHOLD DATA
ANNUAL AVERAGES
11. Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity",,,,,,,,
[Numbers in thousands],,,,,,,,
,,,,,,,,
Occupation,2021,,,,,,,
,"Total
employed",Percent of total employed,,,,,,
,,Women,White,"Black or
African
American",Asian,"Hispanic
or Latino",,
,,,,,,,,
Medical secretaries and administrative assistants,58,95.0,78.0,14.6,2.4,17.3,,
"Secretaries and administrative assistants, except legal, medical, and executive","2,009",92.5,83.8,9.7,3.2,14.0,,
Data entry keyers,220,76.2,74.5,14.9,7.0,19.2,,
Word processors and typists,37,–,–,–,–,–,,
Desktop publishers,1,–,–,–,–,–,,
Insurance claims and policy processing clerks,257,78.2,69.1,25.3,1.9,19.5,,
"Mail clerks and mail machine operators, except postal service",53,46.9,57.9,30.0,9.3,17.0,,
"Office clerks, general","1,249",83.6,75.7,14.3,6.4,19.0,,
"Office machine operators, except computer",27,–,–,–,–,–,,
Proofreaders and copy markers,10,–,–,–,–,–,,
Statistical assistants,45,–,–,–,–,–,,
"Office and administrative support workers, all other",639,71.6,74.4,17.0,4.9,15.1,,
,,,,,,,,
"Natural resources, construction, and maintenance occupations","13,959",5.6,86.3,7.4,2.3,33.4,,
"Farming, fishing, and forestry occupations","1,061",24.2,88.4,4.4,2.3,43.9,,
"First-line supervisors of farming, fishing, and forestry workers",49,–,–,–,–,–,,
Agricultural inspectors,10,–,–,–,–,–,,
Animal breeders,12,–,–,–,–,–,,
"Graders and sorters, agricultural products",53,71.2,70.2,10.8,10.5,65.3,,
Miscellaneous agricultural workers,835,23.3,89.3,3.8,2.0,46.7,,
Fishing and hunting workers,31,–,–,–,–,–,,
Forest and conservation workers,21,–,–,–,–,–,,
Logging workers,51,4.0,98.2,1.1,0.0,16.4,,
Construction and extraction occupations,"8,057",3.9,87.2,7.1,1.7,38.9,,
First-line supervisors of construction trades and extraction workers,650,3.8,90.2,6.2,1.0,24.2,,
Boilermakers,21,–,–,–,–,–,,
"Brickmasons, blockmasons, and stonemasons",97,2.2,84.0,9.6,0.0,51.7,,
Carpenters,"1,230",3.1,87.7,6.3,1.6,39.3,,
"Carpet, floor, and tile installers and finishers",156,7.7,88.8,6.2,0.2,48.2,,
"Cement masons, concrete finishers, and terrazzo workers",67,0.0,88.6,6.2,0.1,53.0,,
Construction laborers,"2,165",4.5,84.8,8.1,2.6,48.9,,
Construction equipment operators,360,3.0,89.0,8.0,0.1,21.8,,
"Drywall installers, ceiling tile installers, and tapers",155,3.1,89.8,3.3,0.7,72.5,,
Electricians,845,1.7,88.3,6.7,2.6,22.9,,
Glaziers,53,7.6,85.4,11.5,0.0,32.5,,
Insulation workers,48,–,–,–,–,–,,
Painters and paperhangers,556,8.9,88.6,7.0,1.0,59.3,,
Pipelayers,37,–,–,–,–,–,,
"Plumbers, pipefitters, and steamfitters",587,2.1,87.2,7.1,1.5,25.7,,
Plasterers and stucco masons,22,–,–,–,–,–,,
Reinforcing iron and rebar workers,10,–,–,–,–,–,,
Roofers,221,2.9,85.8,7.5,1.1,63.5,,
Sheet metal workers,125,3.9,89.5,4.6,0.8,19.8,,
Structural iron and steel workers,41,–,–,–,–,–,,
Solar photovoltaic installers,23,–,–,–,–,–,,
"Helpers, construction trades",71,3.5,83.7,9.9,0.6,43.3,,
Construction and building inspectors,103,10.0,87.6,7.3,3.5,12.3,,
Elevator and escalator installers and repairers,38,–,–,–,–,–,,
Fence erectors,41,–,–,–,–,–,,
Hazardous materials removal workers,27,–,–,–,–,–,,
Highway maintenance workers,99,3.6,85.5,10.1,0.7,17.3,,
Rail-track laying and maintenance equipment operators,15,–,–,–,–,–,,
Septic tank servicers and sewer pipe cleaners,11,–,–,–,–,–,,
Miscellaneous construction and related workers,26,–,–,–,–,–,,
"Derrick, rotary drill, and service unit operators, oil and gas",21,–,–,–,–,–,,
"Excavating and loading machine and dragline operators, surface mining",4,–,–,–,–,–,,
"Earth drillers, except oil and gas",27,–,–,–,–,–,,
"Explosives workers, ordnance handling experts, and blasters",14,–,–,–,–,–,,
Underground mining machine operators,33,–,–,–,–,–,,
"Roustabouts, oil and gas",3,–,–,–,–,–,,
Other extraction workers,55,0.5,80.1,15.9,0.4,30.5,,
"Installation, maintenance, and repair occupations","4,840",4.3,84.5,8.3,3.3,22.0,,
"First-line supervisors of mechanics, installers, and repairers",222,6.0,89.1,5.8,0.7,12.3,,
"Computer, automated teller, and office machine repairers",176,15.4,73.4,12.6,9.1,16.8,,
Radio and telecommunications equipment installers and repairers,155,4.5,80.3,10.5,4.2,15.5,,
Avionics technicians,5,–,–,–,–,–,,
"Electric motor, power tool, and related repairers",21,–,–,–,–,–,,
"Electrical and electronics installers and repairers, transportation equipment",1,–,–,–,–,–,,
"Electrical and electronics repairers, industrial and utility",13,–,–,–,–,–,,
"Electronic equipment installers and repairers, motor vehicles",9,–,–,–,–,–,,
Audiovisual equipment installers and repairers,22,–,–,–,–,–,,
Security and fire alarm systems installers,72,4.5,89.8,2.3,2.6,32.1,,
Aircraft mechanics and service technicians,150,3.2,89.3,5.7,4.2,15.3,,
Automotive body and related repairers,123,2.4,89.9,5.6,1.9,29.0,,
Automotive glass installers and repairers,28,–,–,–,–,–,,
Automotive service technicians and mechanics,864,2.3,83.4,8.0,4.6,28.2,,
Bus and truck mechanics and diesel engine specialists,362,1.2,85.2,7.1,3.2,19.2,,
Heavy vehicle and mobile equipment service technicians and mechanics,248,1.2,88.4,5.4,2.4,19.1,,
Small engine mechanics,43,–,–,–,–,–,,
"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",84,2.8,87.9,9.3,1.4,19.5,,
Control and valve installers and repairers,20,–,–,–,–,–,,
"Heating, air conditioning, and refrigeration mechanics and installers",445,1.5,82.0,11.1,3.4,25.3,,
Home appliance repairers,49,–,–,–,–,–,,
Industrial and refractory machinery mechanics,429,5.1,87.9,6.1,3.4,19.6,,
"Maintenance and repair workers, general",614,5.1,84.6,8.8,2.5,21.0,,
"Maintenance workers, machinery",29,–,–,–,–,–,,
Millwrights,48,–,–,–,–,–,,
Electrical power-line installers and repairers,125,0.7,87.0,8.5,0.6,11.9,,
Telecommunications line installers and repairers,134,7.0,79.8,13.7,2.1,38.4,,
Precision instrument and equipment repairers,68,12.9,67.9,17.2,10.6,20.0,,
Wind turbine service technicians,11,–,–,–,–,–,,
"Coin, vending, and amusement machine servicers and repairers",29,–,–,–,–,–,,
Commercial divers,2,–,–,–,–,–,,
Locksmiths and safe repairers,30,–,–,–,–,–,,
Manufactured building and mobile home installers,1,–,–,–,–,–,,
Riggers,6,–,–,–,–,–,,
"Helpers--installation, maintenance, and repair workers",19,–,–,–,–,–,,
"Other installation, maintenance, and repair workers",182,10.6,87.7,7.7,1.3,27.0,,
,,,,,,,,
"Production, transportation, and material moving occupations","19,309",24.3,74.0,17.3,4.7,23.7,,
Production occupations,"7,950",28.3,77.6,13.3,5.5,24.0,,
First-line supervisors of production and operating workers,767,19.5,80.7,12.8,3.2,17.6,,
"Aircraft structure, surfaces, rigging, and systems assemblers",6,–,–,–,–,–,,
"Electrical, electronics, and electromechanical assemblers",110,41.9,68.9,10.0,15.9,15.8,,
Engine and other machine assemblers,7,–,–,–,–,–,,
Structural metal fabricators and fitters,13,–,–,–,–,–,,
Other assemblers and fabricators,957,34.1,70.2,18.5,7.6,21.9,,
Bakers,229,64.8,81.2,11.1,3.5,32.7,,
"Butchers and other meat, poultry, and fish processing workers",246,19.4,75.3,15.4,4.6,39.7,,
"Food and tobacco roasting, baking, and drying machine operators and tenders",9,–,–,–,–,–,,
Food batchmakers,93,48.7,84.3,9.5,2.4,29.2,,
Food cooking machine operators and tenders,8,–,–,–,–,–,,
"Food processing workers, all other",144,43.9,73.9,16.3,5.6,33.9,,
Computer numerically controlled tool operators and programmers,90,8.1,83.8,7.2,4.1,7.4,,
"Forming machine setters, operators, and tenders, metal and plastic",25,–,–,–,–,–,,
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",70,26.4,86.9,9.1,0.0,14.3,,
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",32,–,–,–,–,–,,
"Other machine tool setters, operators, and tenders, metal and plastic",8,–,–,–,–,–,,
Machinists,323,3.4,88.2,5.8,3.3,17.9,,
"Metal furnace operators, tenders, pourers, and casters",17,–,–,–,–,–,,
"Model makers and patternmakers, metal and plastic",1,–,–,–,–,–,,
"Molders and molding machine setters, operators, and tenders, metal and plastic",29,–,–,–,–,–,,
Tool and die makers,43,–,–,–,–,–,,
"Welding, soldering, and brazing workers",555,3.5,84.6,9.8,2.4,22.5,,
Other metal workers and plastic workers,335,22.0,74.6,15.8,5.9,27.7,,
Prepress technicians and workers,17,–,–,–,–,–,,
Printing press operators,143,15.2,75.1,14.5,5.8,22.2,,
Print binding and finishing workers,8,–,–,–,–,–,,
Laundry and dry-cleaning workers,116,67.1,61.6,26.4,8.6,32.3,,
"Pressers, textile, garment, and related materials",17,–,–,–,–,–,,
Sewing machine operators,120,71.1,85.3,6.9,3.9,46.1,,
Shoe and leather workers,18,–,–,–,–,–,,
"Tailors, dressmakers, and sewers",58,86.5,58.5,10.6,25.8,19.5,,
"Textile machine setters, operators, and tenders",12,–,–,–,–,–,,
Upholsterers,20,–,–,–,–,–,,
"Other textile, apparel, and furnishings workers",14,–,–,–,–,–,,
Cabinetmakers and bench carpenters,67,5.8,94.2,4.7,0.0,21.8,,
Furniture finishers,11,–,–,–,–,–,,
"Sawing machine setters, operators, and tenders, wood",26,–,–,–,–,–,,
"Woodworking machine setters, operators, and tenders, except sawing",16,–,–,–,–,–,,
Other woodworkers,22,–,–,–,–,–,,
"Power plant operators, distributors, and dispatchers",32,–,–,–,–,–,,
Stationary engineers and boiler operators,66,7.9,72.4,10.8,13.4,14.3,,
Water and wastewater treatment plant and system operators,99,9.6,85.6,7.2,2.6,8.9,,
Miscellaneous plant and system operators,37,–,–,–,–,–,,
"Chemical processing machine setters, operators, and tenders",72,13.9,86.7,9.5,1.4,14.9,,
"Crushing, grinding, polishing, mixing, and blending workers",76,13.6,75.5,17.9,2.3,20.6,,
Cutting workers,53,24.9,69.1,25.4,1.1,27.3,,
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",25,–,–,–,–,–,,
"Furnace, kiln, oven, drier, and kettle operators and tenders",13,–,–,–,–,–,,
"Inspectors, testers, sorters, samplers, and weighers",829,39.3,78.6,11.6,7.1,21.7,,
Jewelers and precious stone and metal workers,51,52.0,70.2,2.6,17.4,17.1,,
Dental and ophthalmic laboratory technicians and medical appliance technicians,73,49.5,74.7,7.9,13.7,19.0,,
Packaging and filling machine operators and tenders,253,51.5,67.8,21.0,7.3,43.9,,
Painting workers,153,7.7,82.9,5.1,3.2,32.3,,
Photographic process workers and processing machine operators,21,–,–,–,–,–,,
Adhesive bonding machine operators and tenders,11,–,–,–,–,–,,
Etchers and engravers,2,–,–,–,–,–,,
"Molders, shapers, and casters, except metal and plastic",21,–,–,–,–,–,,
"Paper goods machine setters, operators, and tenders",16,–,–,–,–,–,,
Tire builders,8,–,–,–,–,–,,
Helpers--production workers,53,30.9,75.0,14.1,8.7,27.8,,
Other production equipment operators and tenders,6,–,–,–,–,–,,
Other production workers,"1,178",29.1,74.5,16.3,5.8,26.8,,
Transportation and material moving occupations,"11,359",21.6,71.4,20.1,4.2,23.6,,
Supervisors of transportation and material moving workers,355,24.3,75.7,14.4,4.4,21.2,,
Aircraft pilots and flight engineers,158,5.3,93.0,3.9,1.5,6.1,,
Air traffic controllers and airfield operations specialists,31,–,–,–,–,–,,
Flight attendants,105,64.6,70.7,18.4,7.1,9.5,,
"Ambulance drivers and attendants, except emergency medical technicians",7,–,–,–,–,–,,
"Bus drivers, school",276,55.3,72.4,23.2,3.0,10.0,,
"Bus drivers, transit and intercity",241,41.0,58.7,35.2,2.3,14.4,,
Driver/sales workers and truck drivers,"3,487",7.9,74.0,18.7,3.8,23.6,,
Shuttle drivers and chauffeurs,57,9.3,68.3,23.0,5.8,19.8,,
Taxi drivers,337,12.0,56.8,25.1,15.3,28.2,,
"Motor vehicle operators, all other",163,15.1,66.7,22.5,8.4,22.1,,
Locomotive engineers and operators,39,–,–,–,–,–,,
Railroad conductors and yardmasters,39,–,–,–,–,–,,
Other rail transportation workers,14,–,–,–,–,–,,
Sailors and marine oilers,18,–,–,–,–,–,,
Ship and boat captains and operators,26,–,–,–,–,–,,
Ship engineers,3,–,–,–,–,–,,
Parking attendants,71,13.3,61.1,28.4,6.8,35.7,,
Transportation service attendants,89,10.7,71.8,16.5,2.4,19.8,,
Transportation inspectors,36,–,–,–,–,–,,
Passenger attendants,17,–,–,–,–,–,,
Other transportation workers,30,–,–,–,–,–,,
Crane and tower operators,56,1.1,78.5,18.0,0.7,8.1,,
"Conveyor, dredge, and hoist and winch operators",35,–,–,–,–,–,,
Industrial truck and tractor operators,623,9.1,69.2,24.9,1.5,33.3,,
Cleaners of vehicles and equipment,301,17.0,72.1,21.1,2.6,30.1,,
"Laborers and freight, stock, and material movers, hand","2,161",22.9,71.4,20.1,3.5,24.1,,
Machine feeders and offbearers,22,–,–,–,–,–,,
"Packers and packagers, hand",742,52.1,67.9,19.1,8.5,38.0,,
Stockers and order fillers,"1,652",37.1,69.5,21.3,3.8,20.4,,
Pumping station operators,16,–,–,–,–,–,,
Refuse and recyclable material collectors,87,12.1,78.9,18.6,0.0,27.7,,
Other material moving workers,66,17.7,79.1,13.8,0.9,26.3,,
,,,,,,,,
"NOTE: Estimates for the above race groups (White, Black or African American, and Asian) do not sum to totals because data are not presented for all races. Persons whose ethnicity is identified as Hispanic or Latino may be of any race. Updated population controls are introduced annually with the release of January data. Effective with January 2020 data, occupations reflect the introduction of the 2018 Census occupational classification system, derived from the 2018 Standard Occupational Classification (SOC). No historical data have been revised. Data for 2020 are not strictly comparable with earlier years. Dash indicates no data or data that do not meet publication criteria (values not shown where base is less than 50,000).",,,,,,,,
