"HOUSEHOLD DATA
ANNUAL AVERAGES
11. Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity",,,,,,
[Numbers in thousands],,,,,,
,,,,,,
Occupation,2018,,,,,
,"Total
employed",Percent of total employed,,,,
,,Women,White,"Black or
African
American",Asian,"Hispanic
or Latino"
,,,,,,
Automotive service technicians and mechanics,916,2.1,82.9,8.8,4.1,26.0
Bus and truck mechanics and diesel engine specialists,389,0.9,87.9,8.1,1.8,18.7
Heavy vehicle and mobile equipment service technicians and mechanics,211,0.8,84.2,6.4,2.1,12.4
Small engine mechanics,51,2.7,98.0,0.6,0.1,15.7
"Miscellaneous vehicle and mobile equipment mechanics, installers, and   repairers",93,2.8,78.7,12.9,2.3,31.1
Control and valve installers and repairers,20,–,–,–,–,–
"Heating, air conditioning, and refrigeration mechanics and installers",472,1.4,86.4,7.6,2.9,21.5
Home appliance repairers,41,–,–,–,–,–
Industrial and refractory machinery mechanics,442,2.4,83.9,9.3,3.3,15.4
"Maintenance and repair workers, general",507,3.5,79.8,12.7,3.1,19.0
"Maintenance workers, machinery",25,–,–,–,–,–
Millwrights,46,–,–,–,–,–
Electrical power-line installers and repairers,137,4.1,86.0,10.0,0.9,12.1
Telecommunications line installers and repairers,210,3.9,77.4,13.1,4.2,19.2
Precision instrument and equipment repairers,65,13.2,74.0,12.8,7.7,12.2
Wind turbine service technicians,3,–,–,–,–,–
"Coin, vending, and amusement machine servicers and repairers",36,–,–,–,–,–
Commercial divers,1,–,–,–,–,–
Locksmiths and safe repairers,34,–,–,–,–,–
Manufactured building and mobile home installers,7,–,–,–,–,–
Riggers,14,–,–,–,–,–
Signal and track switch repairers,14,–,–,–,–,–
"Helpers--installation, maintenance, and repair workers",16,–,–,–,–,–
"Other installation, maintenance, and repair workers",167,7.0,83.6,9.4,3.6,24.4
,,,,,,
"Production, transportation, and material moving occupations","18,539",23.1,74.4,16.6,5.1,22.8
Production occupations,"8,621",28.8,76.6,13.5,5.8,23.4
First-line supervisors of production and operating workers,832,19.6,81.1,10.2,4.3,18.9
"Aircraft structure, surfaces, rigging, and systems assemblers",5,–,–,–,–,–
"Electrical, electronics, and electromechanical assemblers",124,49.2,69.7,12.2,15.1,22.5
Engine and other machine assemblers,10,–,–,–,–,–
Structural metal fabricators and fitters,33,–,–,–,–,–
Miscellaneous assemblers and fabricators,"1,064",36.6,66.8,19.9,9.5,19.1
Bakers,219,61.1,74.6,12.8,7.3,29.5
"Butchers and other meat, poultry, and fish processing workers",265,28.3,65.5,20.8,6.4,32.4
"Food and tobacco roasting, baking, and drying machine operators and tenders",6,–,–,–,–,–
Food batchmakers,80,63.3,78.6,11.2,7.3,22.0
Food cooking machine operators and tenders,14,–,–,–,–,–
"Food processing workers, all other",158,37.0,67.4,22.6,4.8,39.4
Computer control programmers and operators,107,9.7,91.4,7.1,1.5,19.1
"Extruding and drawing machine setters, operators, and tenders, metal and plastic",14,–,–,–,–,–
"Forging machine setters, operators, and tenders, metal and plastic",6,–,–,–,–,–
"Rolling machine setters, operators, and tenders, metal and plastic",11,–,–,–,–,–
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",61,9.9,75.0,12.6,4.1,8.2
"Drilling and boring machine tool setters, operators, and tenders, metal 	and plastic",3,–,–,–,–,–
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",38,–,–,–,–,–
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",8,–,–,–,–,–
"Milling and planing machine setters, operators, and tenders, metal and plastic",3,–,–,–,–,–
Machinists,344,6.4,83.7,7.2,5.8,13.6
"Metal furnace operators, tenders, pourers, and casters",20,–,–,–,–,–
"Model makers and patternmakers, metal and plastic",6,–,–,–,–,–
"Molders and molding machine setters, operators, and tenders, metal and plastic",40,–,–,–,–,–
"Multiple machine tool setters, operators, and tenders, metal and plastic",5,–,–,–,–,–
Tool and die makers,50,5.7,96.1,1.8,1.7,12.4
"Welding, soldering, and brazing workers",633,5.4,85.7,8.3,1.4,25.0
"Heat treating equipment setters, operators, and tenders, metal and plastic",9,–,–,–,–,–
"Layout workers, metal and plastic",9,–,–,–,–,–
"Plating and coating machine setters, operators, and tenders, metal and plastic",17,–,–,–,–,–
"Tool grinders, filers, and sharpeners",3,–,–,–,–,–
"Metal workers and plastic workers, all other",373,18.3,73.6,15.0,7.0,22.9
Prepress technicians and workers,18,–,–,–,–,–
Printing press operators,164,22.7,82.1,10.2,3.6,20.6
Print binding and finishing workers,13,–,–,–,–,–
Laundry and dry-cleaning workers,143,71.5,64.9,20.1,7.1,43.1
"Pressers, textile, garment, and related materials",36,–,–,–,–,–
Sewing machine operators,174,73.4,74.1,9.4,12.7,44.3
Shoe and leather workers and repairers,8,–,–,–,–,–
Shoe machine operators and tenders,4,–,–,–,–,–
"Tailors, dressmakers, and sewers",85,75.1,67.7,3.6,25.3,23.5
Textile bleaching and dyeing machine operators and tenders,1,–,–,–,–,–
"Textile cutting machine setters, operators, and tenders",6,–,–,–,–,–
"Textile knitting and weaving machine setters, operators, and tenders",5,–,–,–,–,–
"Textile winding, twisting, and drawing out machine setters, operators, and tenders",5,–,–,–,–,–
"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",0,–,–,–,–,–
Fabric and apparel patternmakers,3,–,–,–,–,–
Upholsterers,31,–,–,–,–,–
"Textile, apparel, and furnishings workers, all other",16,–,–,–,–,–
Cabinetmakers and bench carpenters,65,6.5,88.3,5.7,3.3,14.4
Furniture finishers,20,–,–,–,–,–
"Model makers and patternmakers, wood",0,–,–,–,–,–
"Sawing machine setters, operators, and tenders, wood",37,–,–,–,–,–
"Woodworking machine setters, operators, and tenders, except sawing",27,–,–,–,–,–
"Woodworkers, all other",28,–,–,–,–,–
"Power plant operators, distributors, and dispatchers",33,–,–,–,–,–
Stationary engineers and boiler operators,79,1.3,77.8,8.8,9.4,10.6
Water and wastewater treatment plant and system operators,101,7.2,85.6,7.6,1.4,9.4
Miscellaneous plant and system operators,38,–,–,–,–,–
"Chemical processing machine setters, operators, and tenders",75,11.3,90.3,7.5,0.5,11.2
"Crushing, grinding, polishing, mixing, and blending workers",79,9.1,79.8,15.7,0.3,20.0
Cutting workers,60,27.5,77.0,11.4,8.4,30.6
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",22,–,–,–,–,–
"Furnace, kiln, oven, drier, and kettle operators and tenders",25,–,–,–,–,–
"Inspectors, testers, sorters, samplers, and weighers",807,36.6,77.1,13.9,6.0,19.1
Jewelers and precious stone and metal workers,38,–,–,–,–,–
"Medical, dental, and ophthalmic laboratory technicians",87,54.2,70.8,10.1,13.2,19.9
Packaging and filling machine operators and tenders,277,55.8,67.0,22.3,7.6,38.9
Painting workers,165,9.4,80.7,11.2,1.8,36.0
Photographic process workers and processing machine operators,17,–,–,–,–,–
Semiconductor processors,1,–,–,–,–,–
Adhesive bonding machine operators and tenders,8,–,–,–,–,–
"Cleaning, washing, and metal pickling equipment operators and tenders",9,–,–,–,–,–
Cooling and freezing equipment operators and tenders,4,–,–,–,–,–
Etchers and engravers,11,–,–,–,–,–
"Molders, shapers, and casters, except metal and plastic",37,–,–,–,–,–
"Paper goods machine setters, operators, and tenders",21,–,–,–,–,–
Tire builders,7,–,–,–,–,–
Helpers--production workers,53,31.8,77.6,13.9,4.3,37.9
"Production workers, all other","1,107",29.5,74.9,16.6,4.1,26.4
Transportation and material moving occupations,"9,918",18.1,72.5,19.2,4.5,22.3
Supervisors of transportation and material moving workers,217,23.2,68.3,19.5,6.7,14.2
Aircraft pilots and flight engineers,119,9.0,92.4,2.7,4.2,6.8
Air traffic controllers and airfield operations specialists,37,–,–,–,–,–
Flight attendants,104,74.9,66.1,20.8,10.6,9.7
"Ambulance drivers and attendants, except emergency medical technicians",12,–,–,–,–,–
Bus drivers,599,43.8,64.8,29.4,3.8,15.1
Driver/sales workers and truck drivers,"3,549",6.6,77.0,16.3,3.2,20.9
Taxi drivers and chauffeurs,777,18.0,52.5,27.9,14.9,18.3
"Motor vehicle operators, all other",63,18.1,75.7,20.8,1.2,21.0
Locomotive engineers and operators,36,–,–,–,–,–
"Railroad brake, signal, and switch operators",5,–,–,–,–,–
Railroad conductors and yardmasters,53,7.1,76.1,15.0,5.6,13.4
"Subway, streetcar, and other rail transportation workers",15,–,–,–,–,–
Sailors and marine oilers,21,–,–,–,–,–
Ship and boat captains and operators,33,–,–,–,–,–
Ship engineers,6,–,–,–,–,–
Bridge and lock tenders,7,–,–,–,–,–
Parking lot attendants,87,9.7,74.3,17.1,7.8,44.2
Automotive and watercraft service attendants,102,20.5,76.3,9.5,7.7,20.8
Transportation inspectors,37,–,–,–,–,–
"Transportation attendants, except flight attendants",40,–,–,–,–,–
Other transportation workers,24,–,–,–,–,–
Conveyor operators and tenders,2,–,–,–,–,–
Crane and tower operators,68,6.0,82.2,12.3,3.6,8.3
"Dredge, excavating, and loading machine operators",24,–,–,–,–,–
Hoist and winch operators,10,–,–,–,–,–
Industrial truck and tractor operators,631,8.1,71.2,21.5,1.7,30.2
Cleaners of vehicles and equipment,329,15.2,73.2,19.8,2.0,32.9
"Laborers and freight, stock, and material movers, hand","2,106",21.4,74.0,18.9,3.1,22.0
Machine feeders and offbearers,30,–,–,–,–,–
"Packers and packagers, hand",607,54.5,68.1,19.8,7.9,42.6
Pumping station operators,16,–,–,–,–,–
Refuse and recyclable material collectors,91,14.5,68.8,23.5,2.8,28.6
Mine shuttle car operators,1,–,–,–,–,–
"Tank car, truck, and ship loaders",8,–,–,–,–,–
"Material moving workers, all other",51,19.9,74.9,24.3,0.1,25.7
,,,,,,
"NOTE: Estimates for the above race groups (White, Black or African American, and Asian) do not sum to totals because data are not presented for all races. Persons whose ethnicity is identified as Hispanic or Latino may be of any race. Updated population controls are introduced annually with the release of January data. Dash indicates no data or data that do not meet publication criteria (values not shown where base is less than 50,000).",,,,,,
